eticheta,mesaj
phishing,URGENT! Încercăm să contactăm U. Extragerea de astăzi arată că ați câștigat un premiu de 2000 GBP GARANTAT. Sunati la 09066358361 de pe telefon fix. Revendicare Y87. Valabil doar 12 ore
legitim,Vino la stația de autobuz Mahal.. &lt;DECIMAL&gt;
legitim,Nu stiu:)saptamana asta merg la tirunelvai da.
legitim,Și eu iubito! Promit să te tratez bine! Pun pariu că vei avea grijă de mine...
legitim,Cred că e ca un joc de amurg la hotel. Rezolvi puzzle-uri într-o zonă
phishing,"Vă mulțumim pentru comanda dvs. de tonuri de apel, numărul de referință X29. Mobilul dvs. va fi taxat cu 4,50. Dacă tonul dvs. nu ajunge, vă rugăm să sunați la serviciul clienți 09065989180"
legitim,"Bună, iubirea mea! Cum merge ziua aceea? La naiba, azi dimineață m-am trezit și mi-am lăsat celula în jos pe scări, dar mi se pare în regulă... *pf* Mi-e dor de tine!"
legitim,"Ei bine, asta trebuie să fie o durere de prins"
legitim,"Îmi pare rău, da thangam. Este greșeala mea."
legitim,Am nevoie de... Pentru că nu merg niciodată înainte
legitim,"Trandafir pentru roșu, roșu pentru sânge, sânge pentru inimă, inimă pentru tine. Dar tu pentru mine.... Trimite-le tuturor prietenilor tăi.. Inclusiv pe mine.. Dacă mă placi.. Dacă te întorci, ești sărac în relație! 2-u nevoie de 1 pentru a susține 3-u r frnd 2 multe 4-unii1 iubesc u 5+- unii se roagă lui Dumnezeu să se căsătorească cu tine.:-) încearcă...."
legitim,Soție.cum știa exact momentul crimei
phishing,"ȘASE șanse de a câștiga CASH! De la 100 la 20.000 de lire txt> CSH11 și trimiteți la 87575. Cost 150p/zi, 6 zile, se aplică 16+ TsandCs Răspundeți HL 4 informații"
phishing,Soldul dvs. de numerar este în prezent de 500 de lire sterline - pentru a maximiza încasările dvs. trimiteți acum COLLECT la 83600 doar 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
legitim,"Mă simt ca un prost pentru că tot dorm printre textele tale și mesajele de Facebook. Sup, ești în oraș?"
legitim,"Nu, plm, voi veni. Pe drum."
legitim,Cred că vrea timp singur. Am putea să ne arătăm și să ne uităm când o fac...
legitim,Înălțimea de reciclare: Citește de două ori- Oamenii petrec timp pentru a câștiga bani și aceiași bani sunt cheltuiți pentru a petrece timpul!;-) Bună dimineața.. continuă să zâmbești:-)
legitim,Da Ì_ nu vine :-(
legitim,"Da, prințesă. Toledo."
legitim,"Aight-mi trimite mesaj când te întorci la mu și trec, am nevoie de cineva care să-mi ia ușa"
legitim,Ron spune vineri. N el a spus că ding tai feng nu poate face rezervări. Dar el a spus să stai.
legitim,Bun. Nu este permis costumul de baie :)
legitim,Sunt bine. În curând se va termina. Toate cele bune
legitim,Un gând drăguț pentru prietenie: \Nu este necesar să împărtășești fiecare secret cu prietenul tău apropiat
legitim,"Ok, ți-am trimis cea mai recentă versiune a proiectului."
legitim,Buna dimineata draga mea ........... Sa aveti un &amp; zi reușită.
legitim,Vă rog să mă acceptați pentru o zi. Sau te rog să schimbi numărul.
legitim,"Strângeeeee!! Aceasta este o îmbrățișare de Crăciun.. Dacă vă place frndshp den, îmbrățișați-mă înapoi.. Dacă obțineți 3 ești drăguț:) 6 u r luvd:* 9 ești atât de norocos;) Nici unul? Oamenii te urăsc:"
legitim,"E ok, dacă cineva întreabă de mine, spune-le..:-P"
legitim,"Faptă amuzantă Nimeni nu învață vulcanii 2 erup, tsunamiurile 2 apar, uraganele 2 se leagănă nr. 1 învață hw 2 alege o soție Dezastre naturale doar se întâmplă"
legitim,* O să suni în weekendul ăsta sau nu?
legitim,"De asemenea, găsiți brichetele pe care le puteți găsi"
legitim,"Scuze, nu te pot ajuta cu asta."
legitim,"Dragă, am nevoie de sfatul tău"
legitim,"Voi pleca pe la patru, bine?"
legitim,Vino la facultatea de medicina la 19:00 ......transmite-l da
legitim,K:)k..e bine:)cand pleci?
legitim,Pot să vă fac lasagna... vodcă...
legitim,"SALUT, KATE ÎMI PUTEȚI DA UN INEL CÂND CU POATE XXX"
legitim,Cine erau acei oameni? Ai fost într-un turneu? Credeam că faci chestia aia cu canapea pe care mi-ai trimis-o? Curiosul tău zahăr
legitim,"Nu, dar mi-ai spus că mergi, înainte de a te îmbăta!"
legitim,S-a năruit. Mi-a trimis un mesaj că va întârzia și mă va suna și apoi nu am auzit niciun cuvânt de la el
phishing,"Felicitări! Mulțumită unui prieten bun, ai CÂȘTIGAT premiul de Crăciun de 2.000 GBP. 2 revendicarea este ușoară, doar sunați la 08718726978 ACUM! Doar 10p pe minut. BT-rată-națională"
legitim,Întotdeauna caut o scuză pentru a fi în oraș.
legitim,"Da, încă mai beau o cafea cu prietenii mei... Frecvența mea a condus, ea mă va duce..."
legitim,O țărm iei autobuzul
legitim,Deci o să-ți iei deus fostul?
legitim,Le voi trimite pe adresa ta de email. Te superi &lt;#&gt;  ori pe noapte?
phishing,"44 7732584351, Doriți un nou telefon color Nokia 3510i Livrat mâine? Cu 300 de minute gratuite pe orice mobil + 100 de texte gratuite + Răspuns gratuit la camera video sau sunați la 08000930705."
legitim,"Apăsați și vărsați la șapte. * Este pub-ul acela de pe strada de benzină, lângă strada largă de canal. Bine?"
legitim,"Ok, atunci vin să te iau de la motor?"
legitim,De aceea nu am vrut să-ți spun niciodată nimic din toate astea. De aceea sunt atât de scundă cu tine și ne-așteaptă în ultimul timp.
legitim,Raviyog Peripherals bhayandar est
legitim,"K, de fapt, mă puteți întâlni la sunoco pe Howard? Ar trebui să fie chiar pe drum"
phishing,Ai 1 mesagerie vocală nouă. Vă rugăm să sunați la 08719181513.
legitim,"LUNA a venit să vă coloreze visele, STELE să le facă muzicale și SMS-urile mele pentru a vă oferi un somn cald și liniștit. Noapte bună"
legitim,Tocmai am terminat de mâncat. Ți-am luat o farfurie. NU resturi de data aceasta.
legitim,Multumesc mult...
legitim,"Grăbește-te acasă, fund mare. Închideți ultimul apelant dacă trebuie. Mâncarea s-a terminat și mor de foame. Nu întreba ce am gătit."
legitim,Lol dreptatea ta. Ce dieta? În fiecare zi trișez oricum. sunt facuta sa fiu grasa :(
legitim,Este o zi grozavă. Fă-ți unul frumos.
legitim,Ce s-a întâmplat la interviu?
legitim,"Rezolvați cazul: Un bărbat a fost găsit ucis pe &lt;DECIMAL&gt; . &lt;#&gt;  După-amiază. 1, soția lui a sunat la Poliție. 2, Poliția a interogat pe toată lumea. 3,Soția: Domnule, dormeam când a avut loc crima. 4.Bucătar: găteam. 5.Grădinarul: Culegeam legume. 6. Menajera: Am mers 2 d la oficiu postal. 7.Copii: Ne-am jucat 2. 8.Vecin: Ne-am căsătorit 2. Poliția a arestat imediat un criminal. Cine este? Răspunde cu rațiune, dacă ești genial."
legitim,Badrith este doar pentru Chennai:)Cu siguranță voi alege pentru noi:)nicio competiție pentru el.
legitim,Cred că e colegul meu de grup... Noroc că nu am răspuns... La ce oră trebuie să plec...
legitim,Hei tu prin preajmă? Am destul pentru jumătate + zece pe care ți-i datorez
legitim,"Hei, tmr, poate ne putem întâlni la yck"
legitim,ALRITE SAM ESTE NIC-UL DOAR VERIFICAȚI CĂ ACESTA ESTE NUMĂRUL DVS. DECI ESTE?T.B*
legitim,"Ei doar ușurează plata înapoi. Am &lt;#&gt; ani de spus, dar pot plăti înapoi mai devreme. Primești?"
legitim,Să nu-ți faci griji. Sunt sigur că o vei primi.
legitim,"Benzinăria este ca la un bloc de casa mea, vei trece chiar pe lângă ea, deoarece armenia se termină la Swann și trebuie să-l iei pe Howard."
phishing,"Cineva pe care îl cunoști a cerut serviciului nostru de întâlniri 2 să te contacteze! Nu pot ghici cine? Sunați la 09058097189 ACUM toate vor fi dezvăluite. POBox 6, LS15HB 150p"
phishing,Aparat foto - Vi se acordă o cameră digitală SiPix! sunați la 09061221066 de la fix. Livrare in 28 de zile
legitim,Taxa mea este de 330. Hm mergem pe cea de la 1120 la 1205? Te superi?
legitim,"Nu fumez în timp ce oamenii folosesc prea mult \wylie smokes\""pentru a justifica faptul că îmi stric rahatul"""
legitim,Dragă bună dimineața cum te simți dragă
legitim,"Puțin. Medicamentele spun că luați o dată la 8 ore. Au trecut doar 5, dar durerea a revenit. Așa că am luat altul. Sper să nu mor"
legitim,"Mâine frumos nu vine niciodată.. Când vine, este deja AZI.. În vânătoarea de mâine frumos nu-ți irosește minunatul tău AZI.. BUNA DIMINEA:)"
legitim,"Nu știu lei Ì_ all decide lor. Cât de mult Leona? Oops, tot Ben se duce și îi trimit mesaj."
legitim,Bună. Acum ne-am mutat în 2 pub-ul nostru. Ar fi grozav 2 c u dacă ai veni.
phishing,"Numerele Voda de astăzi care se termină cu 5226 sunt selectate pentru a primi un premiu de 350 ?. Dacă aveți o potrivire, sunați la 08712300220, menționând codul de revendicare 1131 aplicația tarife standard"
phishing,"Acest mesaj este gratuit. Bun venit la noul și îmbunătățit club Sex & Dogging! Pentru a vă dezabona de la acest serviciu, răspundeți STOP. numai mesaje@150p 18"
legitim,"Honeybee a spus: *Sunt cel mai dulce din lume* God Laughed &amp; A spus: *Așteaptă, nu am întâlnit o persoană care citește acest mesaj* MORALA: Chiar și DUMNEZEU poate să facă glume! GM+GN+GE+GN:)"
legitim,Doar fă ceea ce îți este mai ușor
phishing,RCT' THNQ Adrian for U text. Rgds Vatian
legitim,"Nu mai suni pe toți spunând că s-ar putea să am cancer. Mă doare gâtul să vorbesc. Nu pot răspunde la apelurile tuturor. Dacă mai primesc un telefon, nu fac dădacă luni"
legitim,"Va fi greu, dar voi face ce trebuie"
legitim,IM GONNAMISSU ATÂT DE MULT!! Aș spune că îți trimit o carte poștală BUTTHERES DESPRE MULTE șanse de a ține cont de faptul că NU SE ÎNCĂLCĂ CONTRACTUL!! LUV Yaxx
legitim,Ee msg na poortiyagi odalebeku: Hanumanji 7 nume 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 nume &lt;#&gt;  alimentege ivatte kalisidare sambata viitoare olage ondu o veste buna keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra &lt;#&gt; % adevărat.. Nu neglija.
legitim,"Bună, DARLIN, TERMIN LA 3 TU 1 2 MĂ IAȚI SAU MĂ ÎNTÂLNĂM? TEXT ÎNAPOI PE ACEST NUMĂR LUV KATE XXX"
legitim,"Pune-mi un loc în inima ta și nu în mintea ta, deoarece mintea uită ușor, dar inima își va aminti mereu. Vă doresc Ziua Îndrăgostiților Fericiți!"
legitim,"Dar sunt surprins că încă mai poate ghici corect, dar..."
legitim,Okie Ì_ vrei să ne întâlnim la Bishan? Pentru că sunt la Bishan acum. Azi nu conduc.
legitim,Oh ho. Este prima dată când folosești acest tip de cuvinte
legitim,"Bună, DARLIN, CUM A fost LA MUNCĂ AI INTRAT ÎN PROBLEME? Toată dimineața am vorbit doar cu mama ta! M-am distrat foarte bine aseară, ies în curând, dar sună-mă dacă poți"
legitim,Știu că slujești. Adică ce faci acum.
legitim,"Huh... Hyde Park nu în mel ah, ops, m-am încurcat... Oricum, dacă asta e cea mai bună alegere, trebuie să o luăm..."
legitim,Oh gei. Asta mi s-a întâmplat în tron. Poate că îl dl în 3d când este scos
phishing,"MESAJ GRATUIT Activați cele 500 de mesaje text GRATUITE răspunzând la acest mesaj cu cuvântul GRATUIT Pentru termeni și condiții, vizitați www.07781482378.com"
legitim,Știu că fetele întotdeauna în siguranță și egoiste știu că am înțeles-o. Multumesc. Noapte bună.
legitim,"Nu vă faceți griji, sper că ședința foto a mers bine. distrați-vă la muncă."
legitim,Îngheț și am poftă de gheață. Fml
legitim,Kay... Din moment ce suntem deja afară
legitim,Eh sorry leh... I din c ur msg. Nu e trist deja lar. Mă uit la televizor acum. Mai esti in birou?
legitim,Am dreptate lângă munca ta
legitim,"Ok, dragă, presupun că a fost în regulă, îmi fac prea multe griji. Trebuie să fac niște chestii de film, prietenul meu și apoi trebuie să îngrijesc din nou! Dar mă poți suna acolo.xx"
legitim,"Ea a spus: „Te superi dacă intru un minut în dormitor? '' ''OK'', am sedat într-o dispoziție sexy. Ea a ieșit 5 minute mai târziu cu o prăjitură...n Soția mea,"
legitim,De atunci nu mă trezesc. Am verificat acele lucruri și am văzut că nu există spații disponibile. Vă rugăm să sunați la ambasada sau să le trimiteți un e-mail.
legitim,Nu... Pleacă de la muncă...
legitim,Atat de repede... Asta inseamna ca nu ai terminat de pictat?
legitim,la ce numar locuiesti? Este 11?
legitim,"Nu, organizăm petrecere 7 zile pe săptămână și studiem ușor, cred că trebuie să introducem niște casete de selectare personalizate, astfel încât ei să știe că suntem hardcore"
legitim,Sac va înscrie o sută mare. El este batsman stabilit:-)
legitim,Trimite-mi numarul lui yetty te rog.
legitim,Cat va costa aprox. Pe lună.
legitim,Ok... Testul de teorie? când Ì_ merg să rezerve? Cred că e pe 21 mai. Pentru că s-a gândit să ieși cu jiayin. Dar ea nu este liberă
phishing,"Ești contactat de serviciul nostru de întâlniri de către cineva cunoscut! Pentru a afla cine este, sună de pe un telefon fix 09050000928. PoBox45W2TG150P"
legitim,"În regulă, pune-l să mă sune dacă știe ce vrea sau are întrebări"
legitim,"Îmi pare rău, am început târziu, suntem pe drum"
legitim,"Atunci te întorci singur, atunci..."
legitim,SUNT LA BENZINIERE. Du-te acolo.
legitim,"K, dacă te-ai plictisit, vino la mine acasă..."
legitim,iubito!!!! TE IUBESC !!!! *îți acoperă fața în sărutări*
legitim,"De parcă l-am făcut să vomite când fumam o dată în mașina prietenului nostru, a fost grozav"
legitim,Inca nu l-am verificat. . .
legitim,Vei merge la walmart. Voi rămâne.
legitim,"Nu te-am uitat, s-ar putea să am câțiva dolari să-ți trimit mâine, k? si eu te iubesc"
legitim,Oh grozav. Îl voi deranja mai mult ca să putem vorbi.
legitim,Reversul înseamnă înșelăciune. Asta nu este matematică.
legitim,Ești binevenit... Te-am prins folosind din nou engleza stricata...
legitim,"Nicio problemă, iubito. Este un moment bun pentru a vorbi? Am sunat și am lăsat un mesaj."
legitim,"Scuze, o să sun mai târziu"
legitim,"O, este! Care marca?"
legitim,"Îmi pare rău, nu vă pot prelua apelul acum. Se întâmplă că există 2 ceară pentru a face ceea ce doriți. Poate să vină și să-și ia asigurarea medicală. Și va putea naște și va avea îngrijire de bază. În prezent, caut asigurarea medicală potrivită pentru ea. Așa că lasă-mă până vineri dimineață. Atunci voi vedea persoana principală care mă poate ghida către asigurarea potrivită."
legitim,La ce oră vii.
legitim,Suna-l si spune ca nu vii azi ok si spune-le sa nu ma pacaleasca asa ok
legitim,Am trimis un e-mail pentru partea mea oredi.. Pot Ì_ să-l primesc de la el..
legitim,Ești sigur că vor înțelege asta! Vin * idee bună tocmai a avut un slurp!
legitim,Mersul minim este de 3 mile pe zi.
legitim,"Ok, nicio problemă le va aduce un taxi. C ing mâine și marți. Marți cred că mergem cu toții la cinema."
legitim,"Brainless Baby Doll..:-D;-), vehicul sariyag drive madoke barolla.."
legitim,eu nu fug de la u... merg incet &amp; Mă omoară faptul că nu-ți pasă suficient să mă oprești...
phishing,"Îmi pare rău că am ratat apelul tău, hai să vorbim când ai timp. Sunt la 07090201529"
legitim,Vă rog să veniți la telefon :)
legitim,"Doar mă urăști. Poți suna pe oricare, dar nu ai acceptat nici măcar un apel de-al meu. Sau chiar ai trimis un mesaj"
legitim,Niciun mesaj pe telefonul ei. Îl țin acum
legitim,Can... I'm free...
legitim,"Călătoria mea a fost amânată, încă ai stocat?"
legitim,"Scuze, o să sun mai târziu"
legitim,Aștept apelul dumneavoastră domnule.
legitim,Hei ce faci. si fara raspuns..
legitim,"Hei, elaine, mai este întâlnirea de azi?"
legitim,Îmi pare rău că nu am fost în acel loc. O voi face mâine. Îmi pare foarte rău.
legitim,"De cele mai multe ori, când nu te las să mă îmbrățișez, este ca să nu izbucnesc în lacrimi."
legitim,Mâine nu merg la teatru. . . Așa că pot veni oriunde mă suni. . . Spune-mi unde și când să vin mâine
legitim,Și acum curentul tocmai s-a oprit fml.
legitim,"Se pare că ai găsit altceva de făcut decât să fumezi, treabă bună!"
legitim,"De asemenea, gheata andros etc etc"
legitim,
legitim,"Bună ziua, iubirea mea. Cum sunt astăzi? Sper că sunteți bine și poate aveți câteva interviuri. Mă trezesc și mi-e dor de tine iubito. Un sărut pasional de peste mare"
legitim,Da. Nu crezi ce? Chiar neva c e msg i-am trimis shuhui?
legitim,Cum se redimensionează acel ceas
